"peak","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr5_143002357_143003200",2,45,137,72,122,6,32,6,155
"chr5_143118104_143118633",2,13,28,17,22,1,10,4,33
"chr5_143403235_143404027",1,33,72,27,48,2,15,1,88
"chr5_144170308_144171083",0,52,130,102,137,0,25,3,191
"chr5_144711991_144712538",0,9,14,23,33,0,7,2,37
"chr5_145835063_145835734",0,22,57,42,64,0,21,1,79
"chr5_145984056_145984602",3,25,65,32,59,0,13,0,46
"chr5_146006405_146006938",1,17,49,32,42,0,9,1,50
"chr5_146182409_146183035",1,88,200,108,185,1,39,3,201
"chr5_146203205_146203769",1,64,165,100,222,1,43,10,217
"chr5_146446747_146447473",2,88,187,143,228,0,43,4,257
"chr5_147437278_147437777",3,20,36,28,45,2,5,3,46
"chr5_147804924_147805495",2,28,86,65,83,1,18,2,123
"chr5_148383598_148384203",2,36,100,75,113,0,25,2,131
"chr5_148805900_148806600",1,30,37,33,50,1,11,0,59
"chr5_148826027_148826829",3,62,97,68,128,0,25,2,176
"chr5_149037653_149038259",2,30,34,20,31,1,9,2,41
"chr5_149345121_149345768",0,46,89,50,78,0,15,2,99
"chr5_149357596_149358210",3,54,99,54,110,1,22,2,129
"chr5_149551212_149551837",3,78,124,95,140,3,32,6,211
"chr5_149680636_149681250",6,43,59,24,36,2,13,0,60
"chr5_149960423_149961024",0,77,119,52,125,0,29,5,153
"chr5_150000056_150000904",2,52,78,48,66,2,18,3,105
"chr5_150357289_150357916",3,41,76,46,95,1,12,1,116
"chr5_150410424_150411006",3,32,46,18,35,2,9,2,62
"chr5_150449537_150450244",6,52,105,49,72,2,29,1,98
"chr5_150488484_150489062",2,33,62,17,31,0,14,4,60
"chr5_150700576_150701313",1,39,70,25,64,1,14,0,84
"chr5_150734451_150734985",5,24,47,8,29,1,13,1,47
"chr5_150758419_150758932",1,38,75,37,72,0,19,0,105
"chr5_150847015_150847564",2,27,46,17,21,2,6,1,33
"chr5_151080717_151081273",0,44,57,36,67,0,13,1,126
"chr5_151150345_151150949",8,42,74,36,68,6,11,0,91
"chr5_151214028_151214646",0,34,94,34,91,0,22,1,135
"chr5_151252447_151253305",1,82,166,82,158,1,40,6,200
"chr5_151447220_151447808",2,32,55,40,69,2,10,3,78
"chr5_151483033_151483566",3,33,66,15,41,0,9,2,59
"chr5_151758392_151758923",1,29,60,19,53,0,13,0,83
"chr5_151771255_151772097",5,204,465,301,543,3,107,11,595
"chr5_154038600_154039225",3,35,77,16,47,1,12,2,65
"chr5_154190016_154190688",1,18,58,18,36,0,11,2,60
"chr5_154445538_154446211",3,49,90,42,98,3,20,2,111
"chr5_154682277_154683240",5,35,80,39,82,0,20,0,128
"chr5_154754507_154755397",0,56,129,48,104,0,18,5,143
"chr5_154857530_154858804",3,93,158,104,180,1,46,5,218
"chr5_154937846_154938525",3,35,84,25,53,2,22,2,62
"chr5_157142504_157143236",1,57,156,63,121,1,29,1,156
"chr5_157328184_157328833",2,34,83,25,44,1,8,3,49
"chr5_157731078_157732006",5,36,111,54,86,2,16,3,100
"chr5_157743372_157744024",1,42,74,23,53,0,8,2,88
"chr5_157858920_157859429",0,33,35,20,39,1,3,1,52
"chr5_159341522_159342229",4,30,50,16,33,2,9,0,43
"chr5_159362044_159362703",0,48,95,49,91,0,22,4,100
"chr5_159412219_159412779",2,17,39,18,43,2,11,1,52
"chr5_160008839_160009356",1,53,81,37,62,0,14,2,83
"chr5_160119272_160119979",3,135,223,143,300,1,63,10,288
"chr5_160268749_160269501",0,24,60,15,33,1,10,0,52
"chr5_160418861_160419479",2,41,76,50,93,1,9,3,98
"chr5_160421508_160422055",1,23,53,24,67,1,9,0,71
"chr5_160467631_160468250",3,34,64,35,71,2,14,3,78
"chr5_160938440_160938985",2,11,44,22,37,0,11,0,53
"chr5_162268946_162269530",2,11,27,33,47,1,11,2,70
"chr5_163309808_163310377",1,11,31,28,31,0,11,2,40
"chr5_163437180_163437785",0,54,126,132,230,0,44,3,216
"chr5_163459784_163460791",0,80,188,122,239,3,58,3,278
"chr5_163503062_163503599",0,15,31,26,29,0,14,0,59
"chr5_163505290_163505913",1,60,124,103,168,2,39,3,208
"chr5_163916228_163916916",7,41,119,69,123,5,27,3,144
"chr5_163963861_163964449",0,25,42,39,61,0,15,1,71
"chr5_165559618_165560196",2,53,105,70,132,0,24,1,111
"chr5_166562169_166562781",0,20,44,46,64,0,10,1,52
"chr5_167723195_167723742",5,29,36,24,39,1,11,0,40
"chr5_168486061_168486642",4,48,65,32,59,2,11,1,59
"chr5_168579435_168580052",4,84,170,93,177,2,30,2,183
"chr5_169583453_169583995",2,29,57,33,58,1,15,1,80
"chr5_169636990_169637834",0,43,87,26,60,1,13,3,84
"chr5_170278539_170279362",2,71,119,52,83,0,21,1,120
"chr5_170293168_170293799",0,50,92,42,83,0,10,1,95
"chr5_170357804_170358572",0,40,76,26,59,0,18,2,74
"chr5_171387340_171388061",1,54,93,77,126,1,27,2,145
"chr5_172006442_172007123",13,54,115,55,114,6,29,2,169
"chr5_172111116_172111785",2,57,66,38,72,1,23,3,107
"chr5_172114938_172115503",3,46,83,46,112,2,22,1,148
"chr5_172133196_172133839",2,40,63,21,41,0,11,1,72
"chr5_172150440_172151040",4,27,58,22,42,1,13,2,70
"chr5_172175178_172175737",6,40,67,10,63,4,12,1,51
"chr5_172187900_172189036",0,75,132,57,177,0,33,5,199
"chr5_172959078_172959671",1,28,61,31,49,2,15,3,81
"chr5_172983479_172984099",6,26,38,23,42,0,12,1,67
"chr5_173055886_173056516",2,54,69,46,96,1,11,2,117
"chr5_173056814_173057519",6,48,78,47,104,2,14,2,140
"chr5_173144234_173145258",1,58,65,31,63,1,17,4,78
"chr5_173616495_173617074",1,52,84,39,64,2,18,1,87
"chr5_173887654_173888493",3,66,135,56,119,1,22,5,150
"chr5_175895566_175896097",1,25,43,10,26,2,3,2,39
"chr5_176388432_176389459",0,95,120,74,137,0,22,2,157
"chr5_176447863_176448628",2,71,79,59,106,0,11,1,154
"chr5_176536897_176538322",8,85,165,112,184,2,34,2,255
"chr5_176646999_176647584",2,40,43,27,66,2,12,1,94
"chr5_177312002_177312665",2,26,49,38,62,1,10,2,90
"chr5_177351456_177352258",9,41,62,18,53,2,14,1,96
"chr5_177403586_177404255",0,23,64,14,33,0,13,1,62
"chr5_177426061_177426825",2,99,136,119,213,2,39,1,278
"chr5_177497436_177498051",6,44,71,42,82,3,16,2,139
"chr5_177516764_177517432",2,55,85,39,81,0,16,3,133
"chr5_177631295_177632052",28,25,39,6,17,17,2,1,27
"chr5_178153628_178154230",6,55,80,66,87,4,16,5,140
"chr5_178204120_178204709",1,50,80,31,82,0,11,4,120
"chr5_178585341_178585951",7,120,182,15,46,4,17,1,168
"chr5_179623171_179624107",1,62,101,80,122,3,31,6,165
"chr5_179678252_179678818",5,23,54,22,38,1,13,1,86
"chr5_179698230_179699071",2,86,126,85,127,0,35,1,203
"chr5_179732387_179733165",4,58,99,55,129,1,24,3,172
"chr5_179803792_179804414",1,48,43,17,33,0,12,3,64
"chr5_179858501_179859437",6,45,64,27,66,2,19,3,100
"chr5_180803225_180804232",0,34,82,20,45,0,12,1,95
"chr5_180809982_180810978",0,68,101,77,156,0,33,2,178
"chr5_180860523_180861551",0,33,54,16,45,0,12,1,82
"chr5_181191539_181192072",0,27,60,27,57,0,10,1,92
"chr5_181222959_181223786",0,68,90,78,136,0,26,6,179
"chr5_181260771_181261873",0,51,80,31,53,0,18,2,132
"chr6_291633_292415",11,30,42,19,41,13,4,2,53
"chr6_367119_367783",15,62,97,7,22,6,6,1,66
"chr6_1053573_1054260",22,70,104,12,20,6,7,1,82
"chr6_2542687_2543309",8,30,70,24,45,11,15,4,63
"chr6_2733183_2733798",7,16,55,13,25,1,10,1,46
"chr6_2765003_2765790",27,70,102,48,120,13,26,3,150
"chr6_3023462_3024554",16,58,97,24,86,6,12,0,120
"chr6_3068387_3069283",15,48,85,47,60,12,16,3,111
"chr6_3118261_3119222",29,60,119,70,128,11,27,3,176
"chr6_3848913_3849567",7,31,41,14,35,6,9,3,53
"chr6_4018414_4018981",4,41,58,53,84,5,14,3,101
"chr6_4020995_4021592",10,41,65,37,56,2,12,2,86
"chr6_5003369_5004304",18,76,136,53,123,21,28,6,174
"chr6_5260737_5261505",7,41,92,45,73,10,19,1,124
"chr6_6546993_6547501",5,25,31,6,21,6,2,0,40
"chr6_6885499_6886042",6,38,43,15,32,1,12,1,54
"chr6_7201884_7202545",10,30,41,15,29,3,9,0,45
"chr6_7261061_7261842",16,46,67,29,33,8,7,2,83
"chr6_7312651_7313609",8,51,93,51,88,11,16,2,127
"chr6_7389463_7389968",3,39,42,20,47,1,8,0,60
"chr6_8102225_8102823",9,33,92,47,63,6,13,1,82
"chr6_8435271_8435885",7,35,68,35,54,4,13,3,83
"chr6_10403933_10404839",16,76,140,77,170,20,34,2,170
"chr6_10694371_10695250",7,30,78,24,58,10,12,2,72
"chr6_10722557_10723320",7,39,57,31,67,4,13,0,80
"chr6_10747340_10747922",7,40,79,46,88,5,14,5,104
"chr6_10838167_10839165",19,34,66,19,61,10,12,3,94
"chr6_11093484_11094097",9,58,83,38,70,7,14,6,118
"chr6_11323530_11324242",22,46,100,32,66,8,6,2,90
"chr6_11537248_11537990",8,52,93,78,122,22,14,7,139
"chr6_11732076_11732801",13,47,85,31,58,5,10,1,69
"chr6_12011124_12011691",8,26,45,38,56,6,13,0,79
"chr6_13302746_13303466",15,50,80,17,58,6,9,3,68
"chr6_13407633_13408134",6,22,40,11,25,3,7,1,43
"chr6_13487273_13487874",12,40,69,24,49,9,8,0,90
"chr6_13574788_13575574",13,36,55,13,36,9,11,0,59
"chr6_13614961_13615731",31,70,98,55,128,7,40,5,177
"chr6_13711678_13712487",12,45,54,20,55,11,15,1,89
"chr6_13813893_13814789",9,74,70,53,84,13,20,4,161
"chr6_15245109_15246190",21,64,121,59,113,14,22,2,146
"chr6_15248498_15249179",5,32,47,24,55,9,12,0,70
"chr6_16128727_16129620",21,59,72,59,91,7,25,0,114
"chr6_17599892_17600819",5,30,65,39,67,9,11,3,73
"chr6_17706036_17707476",35,87,201,105,170,27,41,2,277
"chr6_17907531_17908184",12,38,82,25,60,5,11,3,63
"chr6_17993390_17994130",14,28,48,21,42,0,12,0,51
"chr6_18154973_18155624",14,65,159,105,167,24,24,3,187
"chr6_18264217_18264954",4,38,58,41,63,13,15,2,71
"chr6_18387122_18387769",8,24,79,37,63,7,20,5,82
"chr6_18997233_18997822",2,12,26,28,38,4,9,0,48
"chr6_19804471_19805151",12,39,70,59,87,7,20,1,94
"chr6_19999473_20000095",5,20,68,41,68,11,16,1,76
"chr6_20173658_20174288",4,15,33,15,26,2,7,1,30
"chr6_20212215_20212970",15,58,112,64,119,4,22,2,147
"chr6_20319834_20320399",8,27,90,31,75,4,12,1,84
"chr6_20401329_20401972",25,93,224,137,275,15,53,4,239
"chr6_20403132_20403631",5,33,35,25,58,7,9,1,66
"chr6_21587367_21587884",3,20,22,11,13,3,8,1,40
"chr6_21593374_21593968",6,32,43,43,60,6,14,1,75
"chr6_22153637_22154188",7,24,45,44,47,2,9,0,56
"chr6_24359640_24360349",4,24,47,40,63,3,15,0,73
"chr6_24666625_24667320",16,44,100,66,86,6,23,4,137
"chr6_24668411_24669016",6,52,95,60,97,6,31,6,123
"chr6_24720712_24721593",39,120,234,163,240,40,68,15,272
"chr6_24774587_24775856",28,58,126,86,138,15,19,7,148
"chr6_24951633_24952388",15,25,54,31,54,4,8,1,78
"chr6_25962332_25963037",7,21,51,22,43,4,9,0,55
"chr6_25992261_25993091",12,40,65,35,89,11,13,0,100
"chr6_26021197_26021858",3,18,30,15,29,10,11,1,52
"chr6_26031674_26032437",7,35,50,23,45,3,13,2,62
"chr6_26056041_26056783",5,35,36,15,41,3,13,0,68
"chr6_26103469_26104291",3,31,52,31,48,2,13,2,61
"chr6_26123746_26124505",18,44,65,34,65,9,20,3,93
"chr6_26156089_26156617",3,25,45,17,48,1,11,2,62
"chr6_26157689_26158392",10,46,59,28,54,6,12,2,87
"chr6_26199135_26199670",6,27,60,28,53,0,12,3,62
"chr6_26596566_26597160",6,27,46,34,33,6,9,1,73
"chr6_27132580_27133228",0,53,112,53,127,0,18,2,145
"chr6_27146635_27147344",0,50,97,51,92,0,24,4,122
"chr6_27472724_27473390",1,37,71,23,63,2,14,2,79
"chr6_27838130_27838830",2,42,94,41,75,2,12,2,115
"chr6_27892910_27893560",1,48,91,46,86,0,16,0,103
"chr6_28080586_28081402",3,41,60,21,48,1,11,3,61
"chr6_28335402_28336341",1,42,66,25,68,1,16,2,74
"chr6_33711332_33712066",2,29,59,45,64,2,11,2,89
"chr6_33788837_33789477",3,33,57,19,54,3,4,0,62
"chr6_34236345_34236940",0,14,25,14,25,0,10,0,38
"chr6_34248711_34249572",4,47,85,37,67,0,15,1,105
"chr6_34392430_34393068",1,61,92,48,70,2,13,1,104
"chr6_34696665_34697257",0,27,54,29,51,0,11,2,84
"chr6_34757064_34757729",0,31,58,25,49,0,9,1,58
"chr6_34888944_34889456",4,12,29,19,18,2,3,0,38
"chr6_35259036_35259922",13,58,70,54,102,3,29,3,152
"chr6_35342123_35342780",0,33,66,35,60,1,12,3,79
"chr6_35452026_35452556",6,27,53,24,34,4,5,2,73
"chr6_36027348_36028030",2,56,93,31,54,1,12,2,90
"chr6_36593986_36594567",4,54,95,50,82,1,23,2,100
"chr6_36885577_36886117",7,37,46,26,34,3,7,3,58
"chr6_37169603_37170164",6,22,40,32,52,1,12,2,61
"chr6_37257443_37258040",7,51,48,20,59,3,4,1,66
"chr6_37818853_37819704",1,63,144,56,149,1,38,12,209
"chr6_38639527_38640246",5,24,53,14,35,1,12,1,52
"chr6_38702848_38703430",2,40,75,25,59,0,14,1,80
"chr6_39114517_39115414",2,56,114,39,98,0,26,2,141
"chr6_39229160_39229718",5,29,53,15,35,3,13,2,64
"chr6_41072216_41073261",2,137,256,144,290,3,56,7,390
"chr6_41182590_41183224",2,33,60,7,21,2,12,2,40
"chr6_41779778_41780327",0,29,29,19,41,0,10,0,67
"chr6_41787298_41787921",3,38,66,18,45,1,13,1,86
"chr6_41895083_41895921",1,47,51,27,56,0,12,0,85
"chr6_41920952_41921553",1,41,72,49,54,0,19,3,93
"chr6_42050317_42051012",1,34,48,20,45,0,13,0,80
"chr6_42563553_42564416",1,57,132,45,90,0,17,1,130
"chr6_42745898_42746424",2,35,59,24,55,1,15,1,67
"chr6_42746749_42747248",1,18,48,20,24,0,4,1,33
"chr6_42890281_42891152",5,31,74,26,43,4,12,1,70
"chr6_42928947_42929798",6,56,91,53,115,3,16,2,171
"chr6_42984149_42984720",2,57,74,36,79,4,11,3,113
"chr6_43013780_43014344",3,65,126,70,139,0,28,1,181
"chr6_43059191_43059800",1,46,85,45,80,1,5,2,91
"chr6_43170885_43171467",8,56,85,71,87,6,17,4,122
"chr6_43369389_43369946",1,41,44,44,71,2,7,2,92
"chr6_43427241_43428281",4,62,95,43,74,1,22,2,117
"chr6_43516698_43517274",1,40,78,25,69,0,9,1,53
"chr6_43575601_43576363",4,34,58,40,68,0,15,1,93
"chr6_43629020_43630530",4,109,164,66,140,3,37,4,193
"chr6_43724897_43725520",2,54,75,47,86,2,16,1,115
"chr6_44058410_44059275",4,59,81,39,58,3,21,2,118
"chr6_44246126_44246757",4,27,40,27,50,2,12,0,58
"chr6_44387217_44388000",3,44,83,22,72,1,14,1,84
"chr6_45377311_45378456",4,47,77,49,104,4,19,1,129
"chr6_46129618_46130283",4,38,77,35,63,1,9,0,81
"chr6_46652696_46653271",2,32,53,41,66,0,14,1,81
"chr6_46772657_46773301",3,40,75,29,75,0,19,1,71
"chr6_47242374_47242957",0,48,77,51,94,0,24,6,109
"chr6_47309346_47310281",5,48,92,42,70,1,19,5,110
"chr6_47477531_47478574",3,43,60,32,55,1,15,1,77
"chr6_49463041_49463569",1,43,107,82,168,0,34,4,137
"chr6_51273129_51273681",2,25,56,40,73,4,24,2,67
"chr6_51913260_51913805",3,16,29,20,51,2,13,2,48
"chr6_52284560_52285302",33,99,265,114,213,15,42,4,245
"chr6_52352196_52352854",3,37,99,42,73,1,12,2,101
"chr6_52419888_52420560",1,40,147,65,115,0,23,2,150
"chr6_52663998_52664639",2,26,51,33,58,0,9,2,61
"chr6_52670830_52671392",5,24,45,19,46,3,13,1,57
"chr6_52994681_52995663",5,46,111,56,125,2,27,3,136
"chr6_53061391_53062131",6,35,64,37,59,1,18,3,85
"chr6_53064617_53065591",2,51,126,51,107,1,25,3,143
"chr6_53348314_53349360",4,71,166,77,120,2,31,4,180
"chr6_53359060_53359815",2,29,71,30,73,0,22,3,96
"chr6_53544686_53545347",4,60,124,63,140,0,19,0,134
"chr6_53547846_53548394",4,53,110,68,144,0,19,6,143
"chr6_53623334_53623920",2,22,80,22,58,1,10,1,73
"chr6_53651667_53652401",1,43,86,44,60,0,13,2,111
"chr6_53794624_53795431",2,18,50,29,51,1,13,1,94
"chr6_55047317_55047879",4,11,20,28,37,3,16,0,42
"chr6_55528555_55529095",1,5,23,39,53,0,16,0,57
"chr6_56100981_56101636",5,23,64,34,56,2,17,1,77
"chr6_56243434_56243984",3,6,30,33,31,1,12,1,41
"chr6_56542573_56543115",6,47,77,62,111,0,23,3,138
"chr6_56955033_56955649",11,37,75,40,57,5,14,1,82
"chr6_57046356_57046940",0,42,120,41,103,1,27,2,111
"chr6_57089685_57090496",4,79,171,83,139,3,40,3,182
"chr6_57172049_57173007",1,50,108,51,115,4,30,2,138
"chr6_57221484_57222593",4,36,72,36,90,1,24,4,125
"chr6_57316380_57316980",2,43,61,30,51,0,13,1,66
"chr6_57961163_57961749",1,30,69,61,100,1,15,2,93
"chr6_62285582_62286552",2,23,55,20,39,0,12,2,64
"chr6_63352620_63353203",1,21,45,35,63,1,16,4,92
"chr6_63572137_63572770",2,55,132,82,186,3,23,3,169
"chr6_63598482_63599086",2,24,50,27,31,3,8,2,40
"chr6_63635428_63636499",4,68,136,84,163,0,30,2,210
"chr6_64672025_64672632",0,9,16,28,44,0,10,1,31
"chr6_66897497_66898061",1,18,49,39,41,0,15,0,61
"chr6_69796725_69797423",2,52,146,92,170,1,36,4,219
"chr6_69813379_69813956",1,13,39,26,31,0,8,0,49
"chr6_69866753_69867864",5,37,86,46,73,5,19,2,92
"chr6_70413049_70413783",0,31,74,55,98,1,20,2,133
"chr6_70566624_70567343",0,26,58,24,71,3,17,1,95
"chr6_70667447_70668606",1,55,126,61,127,4,34,3,143
"chr6_71090903_71091643",2,19,45,32,55,1,9,2,63
"chr6_71248148_71248789",2,22,50,28,54,0,15,1,66
"chr6_73451650_73452565",2,33,70,30,63,3,18,2,86
"chr6_73461513_73462217",1,34,54,24,48,1,13,0,58
"chr6_73520821_73521602",2,72,146,101,193,2,24,3,176
"chr6_73653767_73654518",1,45,119,87,147,1,35,4,196
"chr6_74925604_74926144",0,22,44,62,78,0,13,1,78
"chr6_75243527_75244174",1,48,102,86,131,0,27,2,109
"chr6_75284569_75285207",2,79,205,158,278,5,60,5,268
"chr6_75601492_75602591",1,45,98,45,87,1,26,1,119
"chr6_76250503_76251153",1,13,51,58,73,0,17,2,68
"chr6_76434980_76435586",2,20,40,41,41,2,11,0,39
"chr6_78867136_78868035",2,42,108,60,167,3,38,4,150
"chr6_79076806_79077375",0,20,71,35,62,0,12,0,62
"chr6_79077841_79079013",8,64,177,102,187,2,47,7,209
"chr6_79233460_79234091",4,36,82,46,94,0,24,1,110
"chr6_79234403_79235091",1,47,112,77,136,1,36,8,180
"chr6_79537043_79537774",2,36,96,67,126,3,31,6,157
"chr6_79869543_79870042",0,21,34,23,54,0,8,0,57
"chr6_80004227_80004857",0,50,154,95,147,0,20,2,167
"chr6_80106232_80106868",4,82,179,133,269,2,54,4,234
"chr6_81752491_81753020",1,37,66,35,95,0,10,0,76
"chr6_81753151_81753701",1,29,50,31,81,0,19,3,105
"chr6_81753819_81754371",0,28,83,35,74,0,18,2,90
"chr6_81766276_81766903",1,17,61,26,36,1,12,1,35
"chr6_81772693_81773192",0,14,26,18,22,0,7,1,29
"chr6_81941094_81941746",2,37,74,44,73,1,15,1,74
"chr6_82246969_82248098",4,56,95,65,142,1,27,2,172
"chr6_83065576_83066158",0,31,60,31,58,0,8,2,72
"chr6_83067348_83068144",0,47,102,51,102,0,21,2,126
"chr6_83192948_83193573",2,33,85,52,99,2,21,0,111
"chr6_83442617_83443204",0,16,65,33,59,0,16,0,63
"chr6_83467552_83468240",0,33,96,52,89,0,23,2,102
"chr6_83859247_83859893",3,38,97,73,136,2,28,4,139
"chr6_84093545_84094098",0,39,127,45,100,0,25,3,100
"chr6_84227367_84228406",4,44,111,51,86,6,23,2,97
"chr6_84581707_84582301",2,16,47,33,36,1,12,3,54
"chr6_85015336_85015866",1,15,25,22,29,1,7,2,37
"chr6_85593357_85594429",1,85,209,105,193,2,49,7,233
"chr6_85642960_85644334",2,108,220,143,287,2,46,8,285
"chr6_85678556_85679188",6,80,148,118,218,2,39,4,222
"chr6_85922815_85923438",2,15,41,37,56,1,9,2,49
"chr6_87154754_87155905",4,93,210,107,202,1,58,5,257
"chr6_87407850_87408872",1,50,115,69,111,1,30,6,153
"chr6_87472451_87473665",6,54,162,56,140,0,30,7,170
"chr6_87589766_87590344",2,46,103,61,90,0,26,1,107
"chr6_87701746_87702613",5,64,182,87,152,2,31,4,193
"chr6_87731689_87732244",1,30,49,24,46,0,14,0,60
"chr6_87756790_87757389",0,41,100,42,74,0,15,2,88
"chr6_88963285_88964005",0,58,134,64,116,0,23,1,163
"chr6_89072922_89073526",1,34,47,13,35,2,10,2,41
"chr6_89080343_89081027",1,78,128,77,150,1,33,3,177
"chr6_89081377_89082068",2,35,66,46,71,4,16,0,84
"chr6_89145770_89146714",0,40,86,28,59,0,14,1,110
"chr6_89638282_89638824",1,47,91,34,104,1,21,4,125
"chr6_89819326_89820129",1,47,105,44,82,0,18,1,103
"chr6_89829488_89830070",3,53,120,78,152,0,14,0,146
"chr6_90403444_90404064",3,34,74,25,44,0,17,1,54
"chr6_90586769_90587625",2,45,142,88,105,0,15,2,130
"chr6_90940767_90941268",1,11,31,34,50,0,10,2,48
"chr6_92671317_92671951",3,21,45,35,76,1,15,3,77
"chr6_94751883_94752424",2,6,17,33,42,1,13,3,54
"chr6_95091733_95092232",5,6,18,17,25,0,10,4,21
"chr6_95577126_95577952",2,25,108,87,135,0,28,6,142
"chr6_95660464_95660984",0,10,28,40,39,0,10,0,35
"chr6_96521488_96522069",0,52,103,91,134,0,24,4,145
"chr6_96836904_96837763",0,29,66,49,93,2,20,0,90
"chr6_96897401_96898208",4,42,136,92,156,2,39,4,191
"chr6_96923987_96924885",0,14,51,31,71,0,20,2,75
"chr6_97282768_97283569",1,43,152,84,143,1,34,8,207
"chr6_98947340_98948214",1,51,113,60,105,1,22,4,137
"chr6_99016236_99016817",1,52,162,100,176,0,31,3,193
"chr6_99393328_99394217",1,27,52,26,40,1,9,0,48
"chr6_99424654_99426112",8,93,159,95,163,0,41,7,205
"chr6_99514952_99515756",2,42,115,65,100,1,30,5,167
"chr6_99520723_99521300",5,30,79,30,82,1,22,3,88
"chr6_99568451_99569039",3,43,84,53,97,1,16,2,108
"chr6_99588430_99589085",2,29,46,24,57,6,14,2,77
"chr6_100881058_100881692",6,61,137,104,141,0,30,0,132
"chr6_102417193_102417827",0,47,153,187,262,1,55,9,241
"chr6_102473950_102474861",2,23,76,82,124,1,26,4,126
"chr6_104418000_104418558",2,25,87,45,90,0,16,1,75
"chr6_104525655_104526154",1,10,36,26,34,1,7,0,29
"chr6_104704993_104705554",1,21,33,26,40,0,12,3,75
"chr6_104859409_104860209",0,55,128,82,149,2,32,5,197
"chr6_105892814_105893399",1,28,64,25,55,1,9,3,67
"chr6_106085946_106086565",1,30,60,29,52,0,15,2,92
"chr6_106325346_106326072",4,52,143,99,157,0,40,4,199
"chr6_106447965_106448565",1,45,83,27,58,2,27,1,90
"chr6_106510347_106511051",2,25,48,25,50,0,9,1,70
"chr6_106629294_106629818",0,24,67,23,57,4,9,1,61
"chr6_107027902_107028506",1,35,55,35,58,0,13,1,82
"chr6_107114119_107114618",0,24,39,14,31,0,2,0,46
"chr6_107459289_107460020",4,75,144,66,135,1,18,6,166
"chr6_108260772_108261546",1,62,107,65,123,0,24,1,142
"chr6_108294638_108295417",1,46,89,22,50,1,12,4,75
"chr6_108558247_108558807",3,44,76,52,76,1,16,2,106
"chr6_108689156_108690337",7,54,92,33,59,2,17,2,123
"chr6_108848178_108848756",3,39,75,47,68,1,14,4,88
"chr6_109009075_109009927",0,30,41,20,35,3,8,1,50
"chr6_109094597_109095340",0,40,90,70,99,0,22,3,140
"chr6_109382229_109383350",3,96,170,59,120,0,30,6,178
"chr6_109440231_109441031",1,34,68,24,55,0,10,0,76
"chr6_109690585_109691492",2,38,65,34,63,0,12,3,84
"chr6_109771851_109772556",2,29,55,20,50,2,11,2,65
"chr6_110179459_110180355",1,50,73,43,79,0,15,1,106
"chr6_110421686_110422193",1,18,39,15,20,0,4,0,35
"chr6_110738764_110739374",2,27,61,22,40,0,17,1,55
"chr6_110815167_110816250",4,150,260,163,346,1,52,5,353
"chr6_110874481_110874988",4,47,91,37,70,4,11,0,80
"chr6_110958349_110959207",3,39,89,26,50,0,14,0,94
"chr6_110981766_110982337",2,26,57,23,50,1,11,0,62
"chr6_111258882_111259498",2,62,143,113,177,1,37,4,201
"chr6_111482957_111484337",3,58,110,47,96,0,16,0,134
"chr6_111873041_111873828",8,57,89,59,88,2,22,2,118
"chr6_112087260_112087851",2,42,117,74,134,2,32,3,147
"chr6_113858595_113859287",1,29,38,37,69,0,12,4,78
"chr6_113970937_113971639",3,59,143,125,240,3,49,9,295
"chr6_113994778_113995341",1,20,39,38,42,0,13,4,43
"chr6_116100561_116101469",2,62,159,144,245,3,39,9,283
"chr6_116253488_116254441",1,43,85,41,86,4,26,1,82
"chr6_116279113_116280294",2,68,160,62,124,3,33,3,129
"chr6_116451280_116451804",4,24,49,15,18,0,11,1,40
"chr6_116571002_116571643",2,98,239,134,292,1,47,9,288
"chr6_116616053_116616733",1,21,66,28,45,2,10,2,62
"chr6_116668328_116669099",0,22,61,24,62,0,14,1,83
"chr6_116680834_116681473",2,65,123,71,119,0,17,3,124
"chr6_117602162_117602873",7,59,164,94,182,3,40,5,213
"chr6_117675117_117675710",1,41,115,66,114,1,13,2,132
"chr6_118651212_118651862",1,22,56,40,60,0,14,0,72
"chr6_118893777_118894347",1,50,139,85,166,0,36,2,166
"chr6_118934330_118935453",0,64,109,76,140,0,31,3,158
"chr6_119312850_119313402",1,11,40,21,38,2,13,0,56
